ID,System,t,Y,target,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,U1,U2,U3,U4,U5,U6,U7,U8
624752254774212949!,system_10,0.000000,0.494406,,0.664598,0.334611,0.950148,0.791949,0.654804,0.867698,0.880947,0.850665,1.000000,0.933507,0.000000,0.437038,0.000000,0.000000,0.406462,1.495176,1.301609,-1.092241,-2.292690,-1.367445,2.261641,1.972372
624752254774212949!,system_10,0.260221,0.520802,,0.574958,0.486543,0.943608,1.112000,0.794768,0.668365,1.060977,0.454389,0.988437,1.010630,0.040506,0.445523,-0.227370,-0.067080,0.406462,1.495176,1.301609,-1.092241,-2.292690,-1.367445,2.261641,1.972372
624752254774212949!,system_10,0.588156,0.766653,,0.473928,0.854474,0.985970,1.401733,2.066151,0.612690,1.246940,0.049631,0.918130,1.062960,0.065312,0.388382,0.277046,0.003322,0.406462,1.495176,1.301609,-1.092241,-2.292690,-1.367445,2.261641,1.972372
624752254774212949!,system_10,1.001427,0.681213,,0.300157,1.265061,0.816753,1.972827,2.487106,0.095795,1.641789,0.045253,0.732447,1.194769,0.059458,0.401728,0.158519,-0.043598,,,,,,,,
624752254774212949!,system_10,1.522239,0.736276,,0.214095,1.066276,0.463053,1.567185,2.305932,0.183996,1.528866,0.018952,0.837614,1.356487,0.074195,0.423840,0.689147,-0.013010,,,,,,,,
624752254774212949!,system_10,2.178578,1.187008,,0.198283,1.105952,0.212861,1.232489,2.462541,0.165120,1.650941,0.023662,0.496253,0.961259,0.066916,0.489080,0.893741,0.013936,,,,,,,,
624752254774212949!,system_10,3.005710,1.090132,,0.120706,1.038593,0.219041,1.003103,2.601573,0.216797,1.578025,-0.047634,0.320041,0.515596,0.071882,0.348332,1.248016,0.039756,,,,,,,,
624752254774212949!,system_10,4.048078,1.445720,,0.152735,1.058980,0.133919,0.985650,2.296395,0.179958,1.611151,0.080099,0.109255,0.555977,0.111566,0.375779,1.165324,0.098450,,,,,,,,
624752254774212949!,system_10,5.361692,1.437092,,0.173715,0.921988,0.106317,1.016166,2.538958,0.053833,1.590511,-0.034049,0.027403,-0.054430,0.145399,0.421617,1.370943,0.145206,,,,,,,,
624752254774212949!,system_10,7.017135,1.552363,,0.140908,1.101221,0.185468,0.869737,2.127564,-0.001237,1.541114,0.019653,-0.002659,0.006568,0.157074,0.336469,1.348815,0.137185,,,,,,,,
624752254774212949!,system_10,9.103359,1.409868,,0.151636,1.042397,0.039328,0.997632,2.394864,0.150291,1.624155,-0.008777,-0.163598,0.016694,0.169239,0.289504,1.415369,0.206199,,,,,,,,
624752254774212949!,system_10,11.732462,1.408058,,0.140292,1.003472,-0.143479,0.920304,2.395980,0.167216,1.646137,-0.075409,0.034186,-0.234259,0.181507,0.170428,1.233652,0.199097,,,,,,,,
624752254774212949!,system_10,15.045711,1.139618,,0.109582,1.197091,0.001143,0.892325,2.217983,0.161462,1.724302,0.025697,0.142181,0.034085,0.186187,0.173537,1.369034,0.135982,,,,,,,,
624752254774212949!,system_10,19.221135,0.732957,,0.003771,1.137849,0.083994,0.887027,2.356624,0.075650,1.629827,0.009193,-0.260571,0.011962,0.171975,0.131594,1.426857,0.165352,,,,,,,,
624752254774212949!,system_10,24.483092,0.693850,,0.121162,1.065414,0.093266,0.894015,2.495178,0.179257,1.644538,0.060730,0.319834,-0.054834,0.148744,0.107586,1.437091,0.143523,,,,,,,,
624752254774212949!,system_10,31.114318,0.000934,,0.170707,1.060892,0.077455,0.956248,2.424295,0.188277,1.723536,-0.078583,0.286570,-0.010356,0.153968,0.168612,1.250930,0.156826,,,,,,,,
624752254774212949!,system_10,39.471125,-0.030893,,0.041586,1.147436,-0.005158,0.891184,2.396246,0.010108,1.661545,0.018660,0.666095,-0.052716,0.198357,0.158529,0.856041,0.016480,,,,,,,,
624752254774212949!,system_10,50.002546,0.044382,,0.126754,0.969359,0.052705,0.732187,2.294488,0.046319,1.642627,-0.021215,0.772213,-0.150256,0.127274,0.167880,0.508725,0.066577,,,,,,,,
624752254774212949!,system_10,63.274460,-0.075775,,-0.028036,0.948866,-0.175722,0.954060,2.315071,0.049313,1.592879,0.011149,0.905207,0.152846,0.098382,0.153707,0.245682,0.042002,,,,,,,,
624752254774212949!,system_10,80.000000,0.017451,,0.042123,1.017719,-0.092426,0.875312,2.323666,-0.142657,1.445501,-0.112186,1.321618,-0.036193,0.061487,0.097790,0.330241,0.021640,,,,,,,,
