ID,System,t,Y,target,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,U1,U2,U3,U4,U5,U6,U7,U8
2153699464445228903!,system_01,0.000000,0.034930,,0.000928,0.265402,0.415501,0.948791,0.102319,0.369731,0.709764,0.827927,0.651693,0.131058,0.383393,0.523524,0.000000,0.000000,-0.299302,0.428165,-0.617826,-1.011192,-0.302129,-0.944269,-0.959862,-0.461135
2153699464445228903!,system_01,0.260221,0.033017,,-0.017673,0.319865,0.295846,1.045608,0.050372,0.112549,0.525135,0.531033,0.642064,0.168276,0.383865,0.591777,0.021508,-0.016869,-0.299302,0.428165,-0.617826,-1.011192,-0.302129,-0.944269,-0.959862,-0.461135
2153699464445228903!,system_01,0.588156,0.086408,,-0.008114,0.348814,0.076780,1.082335,0.015737,0.002822,0.215351,0.040980,0.601767,0.144826,0.417982,0.567777,0.008008,-0.004475,-0.299302,0.428165,-0.617826,-1.011192,-0.302129,-0.944269,-0.959862,-0.461135
2153699464445228903!,system_01,1.001427,0.079713,,0.055171,0.460731,0.000151,1.225513,0.019023,0.010322,-0.075026,-0.021532,0.669998,0.141894,0.307030,0.538684,0.041236,0.042029,,,,,,,,
2153699464445228903!,system_01,1.522239,0.109144,,0.001602,0.412092,-0.021116,1.292996,-0.002923,0.000281,0.071254,0.096083,0.651510,0.105126,0.305168,0.521660,0.009072,0.026011,,,,,,,,
2153699464445228903!,system_01,2.178578,0.082097,,-0.010453,0.484982,-0.032844,1.251147,0.013480,-0.010987,0.052149,-0.065254,0.648915,0.107025,0.264021,0.512787,0.012457,-0.005621,,,,,,,,
2153699464445228903!,system_01,3.005710,0.107313,,0.004776,0.357273,0.055586,1.269784,-0.041484,-0.037050,0.112874,0.017241,0.619649,0.114312,0.352719,0.534018,0.024164,0.032907,,,,,,,,
2153699464445228903!,system_01,4.048078,0.168817,,0.014689,0.488960,-0.014523,1.293656,-0.016209,0.018742,0.023596,0.100104,0.586303,0.092962,0.209522,0.546426,0.005544,0.012246,,,,,,,,
2153699464445228903!,system_01,5.361692,0.217427,,0.007554,0.467163,-0.045333,1.180835,0.014117,0.011037,-0.003363,-0.022980,0.632042,0.049108,0.150725,0.530984,0.056742,-0.002608,,,,,,,,
2153699464445228903!,system_01,7.017135,0.218453,,-0.003988,0.435781,-0.035955,1.221904,-0.029633,0.040782,0.002012,-0.030790,0.587658,0.056766,0.186651,0.474550,0.070597,0.021443,,,,,,,,
2153699464445228903!,system_01,9.103359,0.182224,,0.010540,0.468629,0.056037,1.240819,0.005451,0.028518,0.149881,-0.068604,0.560273,0.060444,0.148154,0.458946,0.109287,0.050655,,,,,,,,
2153699464445228903!,system_01,11.732462,0.201173,,0.009876,0.454524,-0.026163,1.274621,-0.026829,-0.003170,-0.040812,0.004129,0.609979,0.049887,0.152327,0.427742,0.101465,0.066951,,,,,,,,
2153699464445228903!,system_01,15.045711,0.184099,,0.024510,0.458276,-0.006303,1.249117,0.032177,0.054023,-0.056396,0.081866,0.503168,0.040780,0.104591,0.446463,0.111865,0.067552,,,,,,,,
2153699464445228903!,system_01,19.221135,0.183287,,0.012924,0.587197,0.011260,1.200822,0.051824,0.044817,0.008642,-0.011248,0.490195,0.039515,0.057800,0.366096,0.119212,0.137268,,,,,,,,
2153699464445228903!,system_01,24.483092,0.114468,,0.060639,0.564004,-0.019177,1.200309,0.085482,0.061313,-0.032826,-0.037331,0.526461,0.020860,0.052831,0.364704,0.179155,0.081282,,,,,,,,
2153699464445228903!,system_01,31.114318,0.045208,,0.057517,0.566677,0.047359,1.244150,0.096875,0.109226,-0.079084,-0.028545,0.395268,-0.021880,0.009027,0.422983,0.077658,0.085545,,,,,,,,
2153699464445228903!,system_01,39.471125,0.053345,,0.125905,0.567151,-0.083727,1.236012,0.190208,0.111410,0.016116,0.080925,0.459352,-0.029903,0.006809,0.291242,0.098654,0.092474,,,,,,,,
2153699464445228903!,system_01,50.002546,0.032693,,0.048897,0.563567,0.068474,1.264530,0.137169,0.183923,0.005691,0.053642,0.508145,0.005035,-0.053287,0.269282,0.083712,0.074709,,,,,,,,
2153699464445228903!,system_01,63.274460,0.053975,,0.073457,0.521590,0.029460,1.254625,0.146286,0.208076,0.002717,0.101419,0.509712,-0.007075,-0.028817,0.334123,0.065715,0.029830,,,,,,,,
2153699464445228903!,system_01,80.000000,0.049574,,0.072334,0.521090,0.033514,1.287695,0.129313,0.116101,-0.104000,0.072069,0.544816,-0.003996,-0.027731,0.323166,0.079243,0.068074,,,,,,,,
