ID,System,t,Y,target,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,U1,U2,U3,U4,U5,U6,U7,U8
418542579900496863!,system_10,0.000000,0.385594,,1.000000,0.481672,0.457294,0.510703,0.120412,0.048401,0.302561,0.199720,0.562881,0.252758,0.625180,0.000000,0.000000,0.000000,0.757894,-0.170952,2.539787,1.405982,-0.367076,0.757658,0.845807,0.649092
418542579900496863!,system_10,0.260221,0.454657,,1.075779,0.377474,0.542026,0.503767,1.189710,0.464843,1.120716,0.679107,0.579447,0.259447,0.541010,-0.107313,0.171133,-0.008397,0.757894,-0.170952,2.539787,1.405982,-0.367076,0.757658,0.845807,0.649092
418542579900496863!,system_10,0.588156,0.372556,,1.206109,0.321572,0.902070,0.439225,1.686301,0.967199,1.667970,0.848558,0.613829,0.337756,0.492021,0.046015,0.250860,-0.007999,0.757894,-0.170952,2.539787,1.405982,-0.367076,0.757658,0.845807,0.649092
418542579900496863!,system_10,1.001427,0.397044,,1.402126,0.230734,1.143359,0.243161,2.488858,1.605713,2.633534,1.621668,0.762716,0.240132,0.606877,0.175114,0.131855,-0.013770,,,,,,,,
418542579900496863!,system_10,1.522239,0.426468,,1.263638,0.120925,1.083209,0.261450,2.710858,1.331644,2.632014,1.646217,0.725822,0.314494,0.815196,0.111722,0.467694,-0.013551,,,,,,,,
418542579900496863!,system_10,2.178578,0.483520,,1.189771,0.088731,1.038798,0.054445,2.325624,1.171569,2.526677,1.522486,0.671887,0.268151,0.761929,0.423055,0.074031,0.007041,,,,,,,,
418542579900496863!,system_10,3.005710,0.433164,,1.230498,0.114215,0.987770,0.015159,2.358573,1.360574,2.255173,1.084273,0.588325,0.153992,0.923696,0.488792,0.435743,-0.022057,,,,,,,,
418542579900496863!,system_10,4.048078,0.342347,,1.198707,0.129261,1.034357,0.084319,2.319340,0.970719,2.101166,1.442826,0.343735,0.134230,0.935490,0.457421,0.522863,0.063281,,,,,,,,
418542579900496863!,system_10,5.361692,0.472279,,1.190108,-0.003575,0.955403,0.117549,2.235868,0.755805,2.075193,1.502851,0.341053,0.047203,1.128872,0.757275,0.777064,-0.028228,,,,,,,,
418542579900496863!,system_10,7.017135,0.387266,,1.231594,-0.010446,1.027734,0.116925,2.212420,1.088911,2.167195,1.160435,0.309803,-0.013830,1.123868,0.973188,0.865782,0.069491,,,,,,,,
418542579900496863!,system_10,9.103359,0.327479,,1.200765,0.050933,0.916778,0.012037,1.835883,0.706016,1.542354,0.530810,0.223450,-0.051087,1.114656,0.954634,0.887039,0.115016,,,,,,,,
418542579900496863!,system_10,11.732462,0.326187,,1.262266,0.023789,0.978428,-0.049796,1.989773,0.385782,1.514182,0.584457,0.223727,-0.023413,1.021294,0.992670,0.654906,0.184268,,,,,,,,
418542579900496863!,system_10,15.045711,0.366512,,1.227427,0.060433,0.953821,-0.019973,1.730015,0.432109,1.435914,0.509918,0.121130,-0.070936,1.074418,0.967714,0.759664,0.143332,,,,,,,,
418542579900496863!,system_10,19.221135,0.338019,,1.150643,0.005238,0.917009,-0.124520,1.764709,0.481133,1.344340,0.459002,0.141623,0.051524,1.220403,1.193495,0.865664,0.189216,,,,,,,,
418542579900496863!,system_10,24.483092,0.200047,,1.242196,-0.020773,0.909352,0.102172,1.641759,0.343940,1.271271,0.210201,0.173034,0.007732,0.799741,1.137974,0.718824,0.195187,,,,,,,,
418542579900496863!,system_10,31.114318,0.318106,,1.250138,0.062074,0.929150,0.037643,1.386287,0.540575,1.082909,0.298858,0.150601,-0.029192,0.721710,0.969485,0.772901,0.317583,,,,,,,,
418542579900496863!,system_10,39.471125,0.115512,,1.250036,-0.031726,0.946705,0.017655,1.662407,0.263968,1.073388,0.138879,0.285141,0.023856,0.528933,1.293230,0.874597,0.235153,,,,,,,,
418542579900496863!,system_10,50.002546,0.087423,,1.226566,0.084448,1.054352,-0.085488,1.790736,0.193052,0.886343,0.429595,0.401599,0.083505,0.407768,0.925199,0.562264,0.212092,,,,,,,,
418542579900496863!,system_10,63.274460,0.060703,,1.222367,0.033812,0.965923,-0.014657,1.253165,0.007219,1.217702,-0.090180,0.571911,0.029582,0.329580,1.186609,0.284177,0.138894,,,,,,,,
418542579900496863!,system_10,80.000000,0.033908,,1.209962,-0.068438,0.953197,-0.024281,1.198260,0.059554,0.585406,-0.266716,0.636939,0.038257,0.100569,1.148980,0.577062,0.034963,,,,,,,,
