ID,System,t,Y,target,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,U1,U2,U3,U4,U5,U6,U7,U8
225404705575731943!,system_10,0.000000,0.332625,,0.108142,0.658433,0.798259,0.816462,0.364552,0.481524,0.126329,0.648054,0.102003,0.366539,1.000000,0.000000,0.000000,0.000000,0.834382,-0.037765,-0.848888,0.067222,-0.990575,-0.441389,-0.424880,1.040576
225404705575731943!,system_10,0.260221,0.505895,,0.225081,0.619598,0.952274,0.770672,0.125348,0.576248,-0.002741,0.645339,0.133827,0.491890,1.092989,0.009264,-0.003753,-0.004524,0.834382,-0.037765,-0.848888,0.067222,-0.990575,-0.441389,-0.424880,1.040576
225404705575731943!,system_10,0.588156,0.572410,,0.376137,0.490417,0.872668,0.691742,-0.016716,0.649423,0.001226,0.625816,0.136995,0.428794,1.007776,0.001753,0.011904,-0.012208,0.834382,-0.037765,-0.848888,0.067222,-0.990575,-0.441389,-0.424880,1.040576
225404705575731943!,system_10,1.001427,0.733383,,0.578007,0.377116,0.942273,0.579861,0.007223,0.755292,0.002636,0.593887,0.152204,0.440599,1.126316,-0.014355,0.113400,-0.008988,,,,,,,,
225404705575731943!,system_10,1.522239,0.723263,,0.521426,0.219214,0.815521,0.390217,-0.021532,0.735384,-0.005336,0.617536,0.175643,0.444436,1.028856,-0.002880,0.084933,0.001553,,,,,,,,
225404705575731943!,system_10,2.178578,1.130651,,0.417535,0.315178,0.793410,0.310797,0.041522,0.750901,-0.010436,0.626782,0.160081,0.371318,0.687532,0.006911,0.168592,0.011409,,,,,,,,
225404705575731943!,system_10,3.005710,1.191743,,0.439044,0.253541,0.583637,0.119428,-0.028403,0.796169,-0.019524,0.596213,0.174264,0.223724,0.640781,-0.007806,0.245408,0.001325,,,,,,,,
225404705575731943!,system_10,4.048078,1.317774,,0.394688,0.220885,0.681306,0.067444,-0.020074,0.876463,-0.008370,0.598553,0.088466,0.242539,0.703310,-0.007440,0.265343,-0.023172,,,,,,,,
225404705575731943!,system_10,5.361692,1.325726,,0.318947,0.225745,0.515467,-0.033712,0.001214,0.836302,-0.005183,0.591830,0.037752,0.150518,0.884139,-0.011563,0.344681,-0.002298,,,,,,,,
225404705575731943!,system_10,7.017135,1.207820,,0.338808,0.054941,0.499101,0.043990,-0.003097,0.822155,0.001650,0.584211,0.054762,0.023489,0.594107,0.012096,0.491135,-0.010979,,,,,,,,
225404705575731943!,system_10,9.103359,1.384617,,0.327934,0.164475,0.592905,0.050719,-0.013286,0.820858,0.007472,0.605078,-0.001750,0.109774,0.703269,0.010379,0.426336,0.006687,,,,,,,,
225404705575731943!,system_10,11.732462,1.458610,,0.278706,0.139612,0.693135,-0.053114,-0.029502,0.784841,-0.010023,0.579060,-0.004244,-0.052157,0.661253,-0.017445,0.446317,-0.001101,,,,,,,,
225404705575731943!,system_10,15.045711,1.342961,,0.346213,0.044945,0.407723,-0.012162,0.000078,0.879218,0.000949,0.625711,0.053885,-0.059567,0.601938,0.000397,0.471994,0.011965,,,,,,,,
225404705575731943!,system_10,19.221135,1.579899,,0.213790,0.119725,0.546356,-0.005366,0.014560,0.795763,0.019834,0.607830,0.009780,0.051949,0.375075,-0.010366,0.476157,0.007308,,,,,,,,
225404705575731943!,system_10,24.483092,1.373445,,0.366795,-0.011222,0.485459,-0.019874,0.013817,0.802649,0.000035,0.619268,0.010179,0.017151,0.408615,-0.005582,0.440701,-0.011922,,,,,,,,
225404705575731943!,system_10,31.114318,1.486515,,0.331103,0.131790,0.492564,-0.014824,-0.047081,0.799024,-0.011977,0.610419,0.038000,0.095901,0.352366,-0.017455,0.421689,0.010901,,,,,,,,
225404705575731943!,system_10,39.471125,1.363326,,0.346978,0.081617,0.410615,0.037192,-0.000697,0.788105,0.002709,0.609054,0.024707,0.001385,0.142886,-0.003920,0.492875,-0.012476,,,,,,,,
225404705575731943!,system_10,50.002546,1.015881,,0.302882,0.155701,0.681042,0.087493,0.005213,0.831295,0.004795,0.616529,0.081696,-0.072111,0.036419,0.009112,0.521350,0.003313,,,,,,,,
225404705575731943!,system_10,63.274460,0.887091,,0.253252,0.199879,0.563354,-0.098650,-0.018450,0.792849,0.003962,0.589144,0.023022,-0.045212,0.043982,0.019428,0.338017,0.007320,,,,,,,,
225404705575731943!,system_10,80.000000,0.545401,,0.252676,0.128541,0.534285,-0.040077,0.001790,0.751051,-0.002270,0.590414,0.087926,-0.012020,-0.094003,-0.009831,0.385721,0.002735,,,,,,,,
