ID,System,t,Y,target,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,U1,U2,U3,U4,U5,U6,U7,U8
1730375290309215510!,system_12,0.000000,0.016077,,0.422330,0.027461,0.724165,0.234644,0.189739,0.003547,0.871961,0.774867,0.370042,0.218942,0.616020,0.040744,0.000000,0.000000,0.194687,-0.783980,-0.810067,-0.343052,-0.174258,-0.568514,0.886308,-2.073410
1730375290309215510!,system_12,0.260221,0.071776,,0.464773,-0.004595,0.730466,-0.005344,0.051520,0.003279,0.631250,0.651592,0.370533,0.270639,0.620197,0.062440,-0.032095,0.019889,0.194687,-0.783980,-0.810067,-0.343052,-0.174258,-0.568514,0.886308,-2.073410
1730375290309215510!,system_12,0.588156,0.217130,,0.474085,-0.003284,0.917670,0.004623,-0.000266,0.001763,0.211043,0.389466,0.387918,0.178441,0.519466,0.156123,-0.039036,0.045308,0.194687,-0.783980,-0.810067,-0.343052,-0.174258,-0.568514,0.886308,-2.073410
1730375290309215510!,system_12,1.001427,0.111413,,0.600924,-0.011182,1.156805,-0.020960,0.017327,0.008111,0.034876,0.276222,0.319628,0.137600,0.646853,0.100667,-0.033024,0.028933,,,,,,,,
1730375290309215510!,system_12,1.522239,0.158396,,0.595001,-0.003728,1.078669,-0.003153,0.015929,0.019326,-0.004227,0.170169,0.350539,0.194570,0.509095,0.119466,0.012424,0.028686,,,,,,,,
1730375290309215510!,system_12,2.178578,0.266261,,0.598815,0.005014,1.112560,0.002046,0.026262,0.019285,0.059505,0.240245,0.332227,0.135200,0.391617,0.084990,-0.002280,0.013265,,,,,,,,
1730375290309215510!,system_12,3.005710,0.287433,,0.603018,0.022578,1.208354,-0.003610,0.012832,0.005025,-0.027898,0.191252,0.270719,0.145137,0.262057,0.130855,0.059729,-0.004648,,,,,,,,
1730375290309215510!,system_12,4.048078,0.442901,,0.547113,0.007381,1.164492,0.006878,0.009505,-0.020121,-0.024561,0.210809,0.244970,0.018979,0.126853,0.068929,0.071504,0.015793,,,,,,,,
1730375290309215510!,system_12,5.361692,0.404454,,0.551478,0.007426,1.084598,0.014525,-0.009866,0.010457,0.062393,0.147181,0.175368,0.119422,0.251979,0.085097,0.069089,0.052789,,,,,,,,
1730375290309215510!,system_12,7.017135,0.461643,,0.590228,0.035170,1.171605,-0.010606,0.040726,0.008502,-0.122599,0.307697,0.213347,0.066992,0.227790,0.062160,0.206927,0.016844,,,,,,,,
1730375290309215510!,system_12,9.103359,0.399500,,0.569385,0.037713,1.138683,0.025758,0.020086,0.009424,0.085672,0.134972,0.200134,0.096371,0.079950,0.043075,0.157736,0.055900,,,,,,,,
1730375290309215510!,system_12,11.732462,0.384750,,0.574436,0.058112,1.134451,-0.006996,0.014067,0.016229,-0.041156,0.212884,0.114523,0.008016,0.097809,0.000967,0.184962,0.056078,,,,,,,,
1730375290309215510!,system_12,15.045711,0.440204,,0.636057,0.051105,1.131655,-0.000241,0.026968,0.032173,0.056695,0.149573,0.082241,-0.012273,-0.080455,-0.007790,0.173980,0.034531,,,,,,,,
1730375290309215510!,system_12,19.221135,0.380764,,0.643020,0.076257,1.173999,-0.011672,0.017062,0.003223,0.017414,0.245343,0.110226,0.044963,0.092585,-0.008045,0.249946,0.059845,,,,,,,,
1730375290309215510!,system_12,24.483092,0.368601,,0.651288,0.072874,1.160255,-0.002012,0.030195,0.058646,0.010653,0.216428,0.167076,0.000780,0.033018,0.031299,0.207560,0.028915,,,,,,,,
1730375290309215510!,system_12,31.114318,0.284719,,0.618771,0.086738,1.092250,0.001133,0.069119,0.073036,-0.128671,0.262676,0.147165,-0.034578,0.008378,-0.012512,0.236943,0.049358,,,,,,,,
1730375290309215510!,system_12,39.471125,0.210648,,0.640413,0.032017,1.084741,-0.004429,0.069202,0.077638,-0.029641,0.259455,0.139458,0.007893,0.086519,-0.000035,0.150982,0.021606,,,,,,,,
1730375290309215510!,system_12,50.002546,0.183955,,0.579066,0.055204,1.135922,-0.002068,0.051414,0.060789,-0.029351,0.313798,0.163617,0.020858,0.125602,-0.015521,0.201911,0.010671,,,,,,,,
1730375290309215510!,system_12,63.274460,0.069554,,0.661577,0.028238,1.045896,0.004124,0.055875,0.061997,0.065276,0.207192,0.125670,-0.007514,0.003556,0.042357,0.178758,-0.006881,,,,,,,,
1730375290309215510!,system_12,80.000000,0.076407,,0.605087,0.015168,1.134881,0.000449,0.063796,0.060029,0.000045,0.215023,0.265510,0.019031,-0.034014,0.016608,0.116409,-0.001534,,,,,,,,
