ID,System,t,Y,target,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,U1,U2,U3,U4,U5,U6,U7,U8
824782811469885253!,system_12,0.000000,0.276938,,0.118697,0.000023,0.038656,0.049419,0.080542,0.791136,0.328756,0.306277,0.221353,0.482091,0.244294,0.501736,0.000000,0.000000,-0.335371,-1.056008,0.183117,0.870226,-0.139045,-0.857376,0.730654,-1.490144
824782811469885253!,system_12,0.260221,0.306046,,0.049043,-0.005482,-0.018900,0.014944,0.213633,0.957013,0.450909,0.440427,0.226120,0.416946,0.195328,0.560957,0.052818,-0.019334,-0.335371,-1.056008,0.183117,0.870226,-0.139045,-0.857376,0.730654,-1.490144
824782811469885253!,system_12,0.588156,0.448913,,-0.012382,0.000768,0.004048,0.019481,0.285925,1.081826,0.427522,0.768419,0.168064,0.421531,0.255983,0.445824,0.017829,0.016284,-0.335371,-1.056008,0.183117,0.870226,-0.139045,-0.857376,0.730654,-1.490144
824782811469885253!,system_12,1.001427,0.297857,,0.024571,-0.023576,0.009584,-0.004649,0.436547,1.172818,0.390911,0.955360,0.238218,0.375313,0.264061,0.532146,0.020462,0.008628,,,,,,,,
824782811469885253!,system_12,1.522239,0.468259,,0.031723,0.009295,0.002840,-0.006250,0.350983,1.238516,0.372472,0.768371,0.252569,0.331431,0.184725,0.501343,0.006756,0.123984,,,,,,,,
824782811469885253!,system_12,2.178578,0.368252,,0.010846,0.002895,-0.001900,0.004586,0.331617,1.189830,0.179652,0.786313,0.193781,0.303777,0.266723,0.537300,0.074815,0.159065,,,,,,,,
824782811469885253!,system_12,3.005710,0.408132,,0.002771,-0.001931,0.003042,-0.013139,0.241968,1.122611,0.279644,0.691809,0.164617,0.275400,0.291824,0.558351,0.076681,0.142922,,,,,,,,
824782811469885253!,system_12,4.048078,0.426075,,0.054430,0.007957,0.010669,-0.001857,0.229311,1.087683,0.091868,0.600161,0.152711,0.013182,0.238569,0.551544,0.122852,0.348353,,,,,,,,
824782811469885253!,system_12,5.361692,0.492995,,0.017668,-0.012144,0.000426,-0.014459,0.074085,1.006487,0.118697,0.568846,0.053770,0.128383,0.222401,0.610042,0.103210,0.335701,,,,,,,,
824782811469885253!,system_12,7.017135,0.406758,,0.020438,-0.018042,0.002113,-0.004060,0.101598,0.998995,0.160041,0.548970,0.090278,0.122889,0.183535,0.477590,0.130011,0.389274,,,,,,,,
824782811469885253!,system_12,9.103359,0.428397,,0.013161,0.038214,0.004976,0.011291,0.152958,1.024213,0.049412,0.595003,0.065495,0.033326,0.160312,0.359920,0.099093,0.415942,,,,,,,,
824782811469885253!,system_12,11.732462,0.372429,,-0.019430,0.054866,0.007769,0.007271,0.090755,0.994841,0.075264,0.478560,-0.009508,-0.019545,0.138963,0.311660,0.153885,0.546631,,,,,,,,
824782811469885253!,system_12,15.045711,0.371358,,0.101448,0.058029,0.001952,0.006299,0.098576,0.907931,-0.004596,0.471296,0.025094,0.062992,0.146193,0.196418,0.109093,0.592670,,,,,,,,
824782811469885253!,system_12,19.221135,0.416404,,0.087620,0.091306,-0.008398,-0.004513,0.124494,0.986092,0.020342,0.553048,0.010867,-0.009676,0.101798,0.110903,0.143275,0.530559,,,,,,,,
824782811469885253!,system_12,24.483092,0.660666,,0.132268,0.090813,-0.011604,-0.003373,0.139108,0.975116,0.015524,0.456945,0.024198,0.021931,0.076867,-0.077637,0.110705,0.421909,,,,,,,,
824782811469885253!,system_12,31.114318,0.664808,,0.093165,0.077223,-0.002807,-0.016973,0.168119,0.920557,0.127979,0.516441,0.031238,0.050883,0.095510,-0.019935,0.108467,0.419260,,,,,,,,
824782811469885253!,system_12,39.471125,0.856644,,0.081733,0.104579,-0.025224,0.013735,0.103742,0.981483,-0.012789,0.498262,0.003291,-0.125649,0.107762,0.089363,0.061260,0.306311,,,,,,,,
824782811469885253!,system_12,50.002546,0.967788,,0.126364,0.123221,-0.004031,-0.009111,0.002720,0.877520,0.018454,0.444017,0.012619,-0.033178,0.084255,-0.004633,0.074889,0.190538,,,,,,,,
824782811469885253!,system_12,63.274460,0.927328,,0.066903,0.087351,-0.014513,-0.011084,0.092553,0.843824,-0.017660,0.434233,-0.002992,-0.122081,0.042459,0.033933,0.087448,0.183978,,,,,,,,
824782811469885253!,system_12,80.000000,1.047826,,0.107844,0.120320,-0.006189,0.003780,0.011267,0.851443,-0.008353,0.464261,0.058565,-0.023319,-0.048800,0.032145,0.093133,0.031506,,,,,,,,
