ID,System,t,Y,target,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,U1,U2,U3,U4,U5,U6,U7,U8
820653345351537760!,system_07,0.000000,0.901221,,0.418823,0.620194,0.796058,0.525047,0.587971,0.220775,1.000000,0.248379,0.528072,0.287076,0.442972,0.000000,0.000000,0.000000,-0.138806,0.289592,0.383028,-0.227433,-0.899148,1.361267,0.026366,-0.407663
820653345351537760!,system_07,0.260221,0.813483,,0.326261,0.752516,0.705105,0.519650,0.673154,0.128145,0.988713,0.220829,0.509935,0.226367,0.421608,0.028866,0.124718,0.069867,-0.138806,0.289592,0.383028,-0.227433,-0.899148,1.361267,0.026366,-0.407663
820653345351537760!,system_07,0.588156,0.964481,,0.073200,1.031089,0.565959,0.525638,0.797178,0.047118,1.032481,0.220226,0.465597,0.287295,0.306375,0.070594,0.201738,-0.012707,-0.138806,0.289592,0.383028,-0.227433,-0.899148,1.361267,0.026366,-0.407663
820653345351537760!,system_07,1.001427,0.922879,,-0.019483,1.119961,0.510597,0.497602,1.007740,0.002634,0.964980,0.275295,0.352351,0.275363,0.283019,0.075333,0.212384,0.052278,,,,,,,,
820653345351537760!,system_07,1.522239,1.035572,,-0.074286,1.165846,0.412279,0.519766,0.915130,0.004448,0.972896,0.209676,0.209229,0.255164,0.223583,0.128677,0.248100,0.053639,,,,,,,,
820653345351537760!,system_07,2.178578,1.066359,,-0.010979,1.197862,0.352088,0.438294,0.945322,-0.000405,0.938830,0.184767,0.224438,0.215597,0.163890,0.130696,0.326951,0.180189,,,,,,,,
820653345351537760!,system_07,3.005710,1.180656,,-0.006936,1.164473,0.370632,0.378899,1.039702,0.028326,0.889548,0.048189,0.215838,0.227817,0.062384,0.083686,0.519037,0.073342,,,,,,,,
820653345351537760!,system_07,4.048078,1.078981,,0.044820,1.309308,0.294867,0.217229,0.923004,-0.001969,0.855174,0.091716,0.044111,0.109985,0.094347,0.064561,0.470020,0.143180,,,,,,,,
820653345351537760!,system_07,5.361692,1.156840,,0.028763,1.151689,0.260447,0.275326,0.971586,0.037162,0.817362,0.046638,0.108256,0.176930,-0.010330,0.054043,0.478776,0.173070,,,,,,,,
820653345351537760!,system_07,7.017135,1.169628,,0.043504,1.121711,0.160909,0.175043,0.942704,0.038631,0.784003,0.018596,0.029698,0.089290,0.030319,0.032306,0.538480,0.286020,,,,,,,,
820653345351537760!,system_07,9.103359,1.009466,,0.012263,1.232313,0.060318,0.200655,0.927388,-0.014370,0.869881,-0.003192,0.008136,0.013496,-0.010114,-0.023025,0.449110,0.268935,,,,,,,,
820653345351537760!,system_07,11.732462,1.079748,,0.058195,1.215787,0.172182,0.183651,1.006256,-0.003254,0.768122,-0.044615,0.057283,0.018948,-0.029842,0.011916,0.498686,0.207007,,,,,,,,
820653345351537760!,system_07,15.045711,0.915135,,0.005536,1.133288,-0.001742,0.146822,0.922616,-0.012825,0.819365,0.013453,0.014405,0.047947,0.037578,-0.003599,0.487655,0.238746,,,,,,,,
820653345351537760!,system_07,19.221135,1.388644,,-0.010455,1.296677,0.197144,0.053281,1.013576,0.026492,0.744287,0.000157,0.037744,-0.043934,0.012774,-0.038802,0.562439,0.109652,,,,,,,,
820653345351537760!,system_07,24.483092,0.995095,,0.060728,1.202852,0.135211,0.127056,0.859973,0.032855,0.774592,-0.028923,0.067426,0.009175,0.035874,0.007233,0.493842,0.077154,,,,,,,,
820653345351537760!,system_07,31.114318,0.745961,,0.068635,1.146813,0.175732,0.074659,0.992384,-0.003292,0.743891,-0.007074,0.001354,0.056530,-0.019294,-0.007286,0.490653,0.117307,,,,,,,,
820653345351537760!,system_07,39.471125,0.929145,,0.064840,1.276413,-0.033510,0.010073,0.983936,0.020259,0.789107,-0.004238,0.059622,-0.001196,-0.065468,0.045397,0.511736,0.042573,,,,,,,,
820653345351537760!,system_07,50.002546,0.544111,,0.043645,1.182558,-0.033031,0.131917,0.932815,-0.042927,0.793242,-0.022378,0.053041,-0.014836,-0.054330,0.016335,0.547033,0.069563,,,,,,,,
820653345351537760!,system_07,63.274460,0.216281,,0.015170,1.118039,0.038794,0.150318,0.944454,0.003072,0.798527,0.068453,0.086239,-0.000337,0.005715,-0.030653,0.431548,0.025597,,,,,,,,
820653345351537760!,system_07,80.000000,0.140569,,-0.011769,1.278018,0.035328,0.154273,0.979685,-0.011091,0.800014,0.024942,0.163770,0.008619,-0.018345,-0.033305,0.379362,0.015787,,,,,,,,
