ID,System,t,Y,target,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,U1,U2,U3,U4,U5,U6,U7,U8
186943039931204572!,system_02,0.000000,0.770894,,0.192346,0.688445,0.610199,0.078471,0.072879,0.001134,0.091158,0.004555,0.022359,0.806336,0.405831,0.498852,0.000000,0.000000,0.429991,-0.614733,-0.451422,-0.949126,1.185334,0.444871,0.626485,0.984472
186943039931204572!,system_02,0.260221,0.818799,,0.257024,0.613117,0.852718,-0.010050,0.037995,-0.016287,0.037458,-0.002591,0.017818,0.793091,0.333666,0.402079,0.030548,0.038795,0.429991,-0.614733,-0.451422,-0.949126,1.185334,0.444871,0.626485,0.984472
186943039931204572!,system_02,0.588156,0.735040,,0.548484,0.399929,0.993593,0.014394,-0.058950,-0.034207,0.004018,0.006114,0.046302,0.775250,0.415384,0.404906,0.020369,0.024563,0.429991,-0.614733,-0.451422,-0.949126,1.185334,0.444871,0.626485,0.984472
186943039931204572!,system_02,1.001427,0.825783,,0.867058,0.249472,1.226736,-0.002634,0.057789,0.000225,-0.029373,0.006801,0.025326,0.835194,0.352762,0.477235,-0.000220,0.003789,,,,,,,,
186943039931204572!,system_02,1.522239,0.844309,,0.926695,0.144329,1.159885,0.012515,-0.008344,0.011069,-0.004742,-0.007430,0.024461,0.663084,0.378210,0.472750,-0.004806,0.042989,,,,,,,,
186943039931204572!,system_02,2.178578,0.923073,,0.914512,0.096927,1.185129,0.008599,0.067196,-0.007859,0.014636,0.004805,0.069546,0.665030,0.317575,0.499185,-0.000381,0.096621,,,,,,,,
186943039931204572!,system_02,3.005710,0.841048,,0.919382,0.144117,1.168402,-0.009052,-0.016293,-0.003374,0.004299,0.003418,0.041181,0.555361,0.324531,0.401625,-0.006640,0.020481,,,,,,,,
186943039931204572!,system_02,4.048078,0.901970,,0.815060,0.181125,1.162164,0.005381,-0.025708,0.058754,-0.002174,0.008772,0.048619,0.505591,0.339421,0.487316,0.012120,0.069050,,,,,,,,
186943039931204572!,system_02,5.361692,1.013552,,0.917855,0.150503,1.203325,0.002831,-0.004499,0.016558,0.004917,0.012346,0.042127,0.677113,0.348430,0.338460,0.018877,0.076775,,,,,,,,
186943039931204572!,system_02,7.017135,1.081211,,0.959177,0.054241,1.120192,0.016135,0.028893,-0.007739,0.000351,0.002233,0.052988,0.585607,0.237898,0.369986,0.002485,0.126177,,,,,,,,
186943039931204572!,system_02,9.103359,0.917070,,0.886467,0.164718,1.166357,-0.001034,-0.007759,0.045291,0.017024,-0.006092,0.053514,0.473969,0.286256,0.346896,0.008893,0.152615,,,,,,,,
186943039931204572!,system_02,11.732462,1.042757,,0.797502,0.177482,1.190715,0.004571,0.040282,-0.040565,-0.006353,0.001423,0.070814,0.567358,0.303888,0.182103,0.016735,0.184569,,,,,,,,
186943039931204572!,system_02,15.045711,1.124971,,0.840613,0.010270,1.234001,0.010528,0.089434,0.067666,0.019756,-0.006790,0.077005,0.396107,0.176085,0.258121,0.025724,0.180329,,,,,,,,
186943039931204572!,system_02,19.221135,1.062844,,0.779142,0.152542,1.276286,0.005086,0.085564,0.104770,0.018966,-0.012028,0.059590,0.418768,0.134644,0.246270,0.039910,0.185627,,,,,,,,
186943039931204572!,system_02,24.483092,1.240975,,0.849538,0.089933,1.194120,0.004310,0.149135,0.173886,-0.000841,0.008374,0.052152,0.216753,0.110024,0.087171,0.049236,0.207856,,,,,,,,
186943039931204572!,system_02,31.114318,1.259342,,0.775356,0.004519,1.206450,-0.014720,0.231520,0.149317,-0.013939,-0.005170,0.070339,0.337312,0.111417,-0.013078,0.008908,0.157952,,,,,,,,
186943039931204572!,system_02,39.471125,1.327740,,0.746617,0.034199,1.142493,-0.017480,0.234824,0.264160,0.003211,0.014255,0.058326,0.076044,-0.052738,0.037129,0.096018,0.115998,,,,,,,,
186943039931204572!,system_02,50.002546,1.354640,,0.898119,0.067541,1.303624,-0.009978,0.294841,0.311084,0.019761,0.007565,0.050145,0.128950,0.071264,0.050290,0.075069,0.040844,,,,,,,,
186943039931204572!,system_02,63.274460,1.206796,,0.780377,0.132012,1.300742,-0.014085,0.312641,0.307796,0.018589,-0.002263,0.062690,0.094094,0.027074,0.076184,0.083555,0.084410,,,,,,,,
186943039931204572!,system_02,80.000000,1.281023,,0.823725,0.141404,1.126815,-0.000107,0.267418,0.276608,-0.001712,-0.002474,0.064992,0.077363,0.094481,-0.128335,0.073975,0.036700,,,,,,,,
