ID,System,t,Y,target,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,U1,U2,U3,U4,U5,U6,U7,U8
964272195153752378!,system_09,0.000000,0.490251,,1.000000,0.384677,0.791352,0.463049,0.914274,0.333926,0.793402,0.434241,0.599729,0.999769,0.410093,0.228037,0.000000,0.000000,-1.923734,-1.451893,-0.061034,0.859139,-0.237487,0.354483,0.319765,0.464635
964272195153752378!,system_09,0.260221,0.482591,,0.472917,-0.023247,0.317037,0.082560,0.827079,0.523889,0.678351,0.724415,0.534859,1.017942,0.317489,0.259357,-0.017445,0.102264,-1.923734,-1.451893,-0.061034,0.859139,-0.237487,0.354483,0.319765,0.464635
964272195153752378!,system_09,0.588156,0.662637,,0.032117,-0.018619,-0.019487,0.026912,0.939836,0.867274,0.509028,1.055686,0.515228,0.760273,0.405774,0.275805,0.068454,-0.054949,-1.923734,-1.451893,-0.061034,0.859139,-0.237487,0.354483,0.319765,0.464635
964272195153752378!,system_09,1.001427,0.788424,,-0.028285,-0.026997,0.045984,-0.014977,0.762566,1.189732,0.628762,1.390580,0.291323,0.394689,0.488912,0.174078,0.192539,0.082650,,,,,,,,
964272195153752378!,system_09,1.522239,0.775317,,0.002153,0.037300,0.043740,-0.000589,1.020935,1.172515,0.482168,1.144146,0.271660,0.392808,0.398593,0.265496,0.360907,0.024471,,,,,,,,
964272195153752378!,system_09,2.178578,0.846198,,0.015463,0.030483,-0.066820,0.012896,0.768951,1.102861,0.498023,1.220029,0.173479,0.450585,0.549769,0.332684,0.342891,0.056776,,,,,,,,
964272195153752378!,system_09,3.005710,1.039389,,-0.021691,0.012833,0.026947,-0.010041,0.635282,1.052467,0.552070,1.088804,0.148098,0.317244,0.495898,0.348057,0.392865,0.069739,,,,,,,,
964272195153752378!,system_09,4.048078,1.090462,,0.062346,0.076323,-0.055279,-0.010790,0.625972,1.020020,0.413965,1.002781,0.124366,0.069273,0.510766,0.354098,0.457708,0.178512,,,,,,,,
964272195153752378!,system_09,5.361692,0.992471,,0.153829,0.108193,-0.006524,0.007067,0.623750,0.910754,0.223374,1.026653,0.077866,0.072587,0.500182,0.325376,0.507017,0.124405,,,,,,,,
964272195153752378!,system_09,7.017135,0.940904,,0.075585,0.096520,0.008545,0.035250,0.593203,0.926160,0.261668,1.161012,-0.097084,0.269091,0.484452,0.335050,0.450230,0.219711,,,,,,,,
964272195153752378!,system_09,9.103359,1.009096,,0.146102,0.160997,-0.026973,0.006814,0.281908,0.658655,0.007018,0.902650,-0.088532,-0.003763,0.534742,0.381071,0.437354,0.273799,,,,,,,,
964272195153752378!,system_09,11.732462,1.046453,,0.160717,0.198817,-0.053649,0.019166,0.445408,0.623492,0.256759,0.947602,0.107826,0.032126,0.409529,0.415143,0.516468,0.332560,,,,,,,,
964272195153752378!,system_09,15.045711,1.104864,,0.202699,0.243157,-0.003227,0.009345,0.356078,0.647070,0.242691,0.871200,0.139682,0.159296,0.390681,0.313893,0.357975,0.343772,,,,,,,,
964272195153752378!,system_09,19.221135,1.047859,,0.219169,0.145083,-0.021182,-0.026442,0.281892,0.806224,0.143696,0.835998,0.105638,0.107241,0.376905,0.212891,0.320681,0.428774,,,,,,,,
964272195153752378!,system_09,24.483092,0.938054,,0.231048,0.183179,0.008910,-0.018908,0.371267,0.566971,-0.069909,0.656945,0.048171,-0.009677,0.207703,0.081366,0.420683,0.432963,,,,,,,,
964272195153752378!,system_09,31.114318,0.922445,,0.200300,0.229458,-0.009120,0.006551,0.385183,0.816160,0.030360,0.730007,-0.049418,0.007084,0.193810,0.085500,0.424187,0.361318,,,,,,,,
964272195153752378!,system_09,39.471125,0.917012,,0.169329,0.227304,0.021035,0.014522,0.270948,0.629771,0.036000,0.785828,0.070156,-0.025678,0.130468,0.045837,0.389520,0.209120,,,,,,,,
964272195153752378!,system_09,50.002546,0.903197,,0.214969,0.157274,0.030526,-0.014904,0.189015,0.734729,-0.067151,0.729447,-0.015892,-0.051593,0.219509,-0.042525,0.291528,0.193519,,,,,,,,
964272195153752378!,system_09,63.274460,0.822215,,0.189261,0.213662,0.012601,-0.003089,0.096194,0.459104,-0.018474,0.794691,-0.056272,0.024128,0.275621,0.065473,0.294198,0.047714,,,,,,,,
964272195153752378!,system_09,80.000000,0.734139,,0.186292,0.196177,0.006557,0.020890,0.103099,0.392528,-0.098282,0.641452,-0.011889,0.086904,0.087088,-0.012173,0.396387,0.010976,,,,,,,,
