ID,System,t,Y,target,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,U1,U2,U3,U4,U5,U6,U7,U8
1451305326782101282!,system_01,0.000000,0.006487,,0.029363,0.626065,0.151293,0.161436,0.393411,0.000275,0.466471,0.027642,0.795947,0.168883,0.481461,0.975628,0.000000,0.000000,0.601365,-1.330654,1.246912,2.770935,0.578953,0.656189,-0.801970,0.768363
1451305326782101282!,system_01,0.260221,0.006565,,0.290668,0.305362,0.291366,-0.004293,0.540899,1.050009,0.811572,0.666963,0.863680,0.176585,0.448342,0.771520,0.007446,-0.052142,0.601365,-1.330654,1.246912,2.770935,0.578953,0.656189,-0.801970,0.768363
1451305326782101282!,system_01,0.588156,0.054260,,0.507112,0.015624,0.420635,-0.011150,0.774880,1.701256,1.037291,1.777633,0.840085,0.191224,0.486150,0.747414,0.033066,-0.056700,0.601365,-1.330654,1.246912,2.770935,0.578953,0.656189,-0.801970,0.768363
1451305326782101282!,system_01,1.001427,0.062127,,0.763780,-0.045063,0.613719,0.007540,1.161167,2.960599,1.491564,2.794935,0.776067,0.169692,0.465928,1.214157,0.047502,0.000090,,,,,,,,
1451305326782101282!,system_01,1.522239,0.064629,,0.856977,-0.032560,0.543910,-0.005117,1.000265,2.986767,1.039162,2.648235,0.824164,0.118945,0.709093,1.720003,0.001588,0.033016,,,,,,,,
1451305326782101282!,system_01,2.178578,0.195339,,0.803154,0.017597,0.510922,-0.001561,0.799585,2.837915,1.397883,2.325208,0.745081,0.180124,0.897142,1.708920,0.005202,0.059781,,,,,,,,
1451305326782101282!,system_01,3.005710,0.226346,,0.806274,-0.027163,0.534191,-0.019459,0.695949,2.078525,0.820841,1.705985,0.831768,0.099695,1.035810,1.687655,-0.000463,-0.052302,,,,,,,,
1451305326782101282!,system_01,4.048078,0.299626,,0.783452,-0.032744,0.609048,-0.001774,0.592987,2.131756,1.130128,1.912504,0.832423,0.073199,0.958539,2.262730,0.063212,-0.007420,,,,,,,,
1451305326782101282!,system_01,5.361692,0.311989,,0.733165,0.012769,0.527127,0.006476,0.427282,2.169225,0.431563,1.596113,0.774480,0.112850,1.196350,2.431986,0.046572,0.202778,,,,,,,,
1451305326782101282!,system_01,7.017135,0.241952,,0.733047,-0.099280,0.571266,-0.006962,0.152165,2.058066,0.572816,1.743765,0.651742,0.074855,1.094418,2.413887,0.076346,0.129636,,,,,,,,
1451305326782101282!,system_01,9.103359,0.405588,,0.900216,0.001313,0.559978,0.002669,0.408291,2.255087,0.268409,1.743353,0.583791,0.037298,0.931383,2.214120,0.093365,0.383373,,,,,,,,
1451305326782101282!,system_01,11.732462,0.304243,,0.865858,0.066435,0.541082,0.014342,0.131674,1.531308,0.253931,1.455348,0.537395,0.038655,0.812756,1.969444,0.114255,0.468238,,,,,,,,
1451305326782101282!,system_01,15.045711,0.298662,,0.942404,0.033792,0.627979,0.009465,0.223758,1.939474,0.115263,1.367081,0.469691,-0.005635,0.434828,1.788667,0.187748,0.576942,,,,,,,,
1451305326782101282!,system_01,19.221135,0.353609,,0.935351,0.058933,0.441481,0.012899,0.260675,1.967731,0.261906,1.429280,0.446421,-0.012782,0.414318,1.686444,0.222572,0.696615,,,,,,,,
1451305326782101282!,system_01,24.483092,0.282288,,0.965564,0.131418,0.520892,0.004089,0.125251,1.490156,0.047494,0.996560,0.384362,0.018466,0.445537,1.337716,0.207046,0.747812,,,,,,,,
1451305326782101282!,system_01,31.114318,0.266531,,0.912919,0.016524,0.510903,0.006275,0.184880,1.446319,0.092894,1.709739,0.417003,-0.003153,0.440565,1.546764,0.230370,0.831628,,,,,,,,
1451305326782101282!,system_01,39.471125,0.190047,,0.887347,0.070658,0.515242,0.005327,0.266517,1.735049,-0.274468,0.996256,0.437989,0.015544,0.625829,1.289009,0.255496,0.615971,,,,,,,,
1451305326782101282!,system_01,50.002546,0.198229,,1.025892,0.126239,0.466403,0.003622,0.053288,1.702068,0.046240,1.115291,0.457907,-0.022594,0.473287,0.857728,0.208439,0.538818,,,,,,,,
1451305326782101282!,system_01,63.274460,0.326666,,0.783920,0.111963,0.535294,-0.018179,0.139889,2.187502,-0.182034,1.287316,0.449696,0.002357,0.221946,0.182166,0.207025,0.475551,,,,,,,,
1451305326782101282!,system_01,80.000000,0.268639,,0.964979,0.193893,0.619945,-0.001152,0.144953,1.735253,0.269880,0.963110,0.376621,-0.031515,0.267375,0.372141,0.237489,0.263467,,,,,,,,
