ID,System,t,Y,target,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,U1,U2,U3,U4,U5,U6,U7,U8
2150938973632223078!,system_02,0.000000,0.951326,,0.362982,0.714857,0.258607,0.048738,0.637800,0.189502,0.760135,0.361936,0.596468,0.284641,0.158281,0.152726,0.000000,0.000000,0.174556,-1.336262,-1.034908,-1.839194,0.696591,-1.580371,1.229163,-1.032606
2150938973632223078!,system_02,0.260221,0.863118,,0.535856,0.243638,0.401049,0.006948,0.463480,-0.011240,0.493114,0.003890,0.645758,0.290689,0.174789,0.131999,0.003368,0.018583,0.174556,-1.336262,-1.034908,-1.839194,0.696591,-1.580371,1.229163,-1.032606
2150938973632223078!,system_02,0.588156,1.042185,,0.547649,-0.007507,0.456905,-0.028594,0.257733,-0.021852,0.242232,0.011551,0.671769,0.312886,0.159229,0.168867,0.003279,0.015937,0.174556,-1.336262,-1.034908,-1.839194,0.696591,-1.580371,1.229163,-1.032606
2150938973632223078!,system_02,1.001427,0.907433,,0.688998,-0.004617,0.703703,-0.012379,-0.083848,0.011708,-0.015363,-0.001304,0.620700,0.266609,0.149087,0.141221,0.016691,0.012097,,,,,,,,
2150938973632223078!,system_02,1.522239,0.909117,,0.691400,0.048321,0.795005,0.003302,0.001401,0.010268,0.048993,-0.006373,0.500213,0.240481,0.160042,0.124452,0.037622,0.000889,,,,,,,,
2150938973632223078!,system_02,2.178578,1.018649,,0.656983,-0.011193,0.797182,0.002403,0.007584,-0.034042,-0.008835,0.021473,0.586845,0.291095,0.124506,0.162543,0.072053,-0.000092,,,,,,,,
2150938973632223078!,system_02,3.005710,1.000451,,0.718475,-0.014554,0.774439,-0.007619,-0.017788,0.005191,0.009860,-0.019141,0.453737,0.277134,0.148415,0.099693,0.051596,0.024295,,,,,,,,
2150938973632223078!,system_02,4.048078,0.968915,,0.690414,0.035813,0.756403,-0.005973,0.006407,0.008666,-0.011352,-0.004065,0.543824,0.293035,0.082464,0.140319,0.151103,0.061804,,,,,,,,
2150938973632223078!,system_02,5.361692,0.892497,,0.719619,0.015655,0.690744,0.008638,0.008356,0.013314,0.054224,-0.013703,0.576984,0.211901,0.140158,0.146774,0.154948,0.044705,,,,,,,,
2150938973632223078!,system_02,7.017135,0.829445,,0.780113,-0.000095,0.735457,0.013426,-0.033387,0.017988,0.050609,-0.005817,0.442179,0.177270,0.117184,0.110070,0.125546,0.026591,,,,,,,,
2150938973632223078!,system_02,9.103359,0.906005,,0.776548,0.007821,0.716932,0.003379,-0.044141,0.023624,0.056038,0.004748,0.336081,0.219036,0.106326,0.124814,0.183102,0.031487,,,,,,,,
2150938973632223078!,system_02,11.732462,0.898654,,0.702103,0.049100,0.754877,-0.011994,0.018899,-0.022421,0.010726,0.020029,0.265013,0.158492,0.059963,0.095502,0.197510,0.044225,,,,,,,,
2150938973632223078!,system_02,15.045711,0.735328,,0.870399,0.088909,0.831001,0.001478,0.022192,0.043366,0.137268,-0.022140,0.247446,0.186850,0.095324,0.061902,0.216108,0.035305,,,,,,,,
2150938973632223078!,system_02,19.221135,0.710423,,0.786944,0.060709,0.736415,0.011229,0.095835,0.035535,-0.098760,0.009655,0.207209,0.060643,0.064020,0.002132,0.164968,0.079093,,,,,,,,
2150938973632223078!,system_02,24.483092,0.795821,,0.848475,0.127342,0.788885,0.011263,0.033282,0.064770,-0.040163,0.001899,0.273800,0.079798,0.043543,0.031008,0.190694,0.051765,,,,,,,,
2150938973632223078!,system_02,31.114318,0.726796,,0.837859,0.195514,0.783146,0.004859,0.054073,0.066103,0.072677,-0.004126,0.292289,0.083422,0.064235,0.077003,0.200716,0.059702,,,,,,,,
2150938973632223078!,system_02,39.471125,0.623613,,0.842072,0.192152,0.653470,0.010616,0.090935,0.063964,0.075920,-0.004646,0.302814,0.045894,0.010754,0.023077,0.193158,0.044567,,,,,,,,
2150938973632223078!,system_02,50.002546,0.590551,,0.867994,0.163826,0.723482,-0.002715,0.069128,0.121624,-0.074375,-0.009372,0.272365,-0.027465,0.065455,0.012522,0.081857,0.052000,,,,,,,,
2150938973632223078!,system_02,63.274460,0.613172,,0.829311,0.161344,0.853371,0.002243,0.086187,0.085908,0.004157,0.001663,0.204331,0.001618,-0.001652,-0.020776,0.134580,-0.001090,,,,,,,,
2150938973632223078!,system_02,80.000000,0.482960,,0.939865,0.243458,0.789808,0.021392,0.150233,0.088282,0.083099,-0.013336,0.287341,-0.004788,-0.002182,0.005442,0.158393,0.032329,,,,,,,,
