ID,System,t,Y,target,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,U1,U2,U3,U4,U5,U6,U7,U8
1273438048267301792!,system_05,0.000000,0.864417,,0.510599,0.121692,0.611876,0.000686,0.935423,0.515156,0.060349,0.384577,0.000411,0.387927,0.026222,0.642023,0.000000,0.000000,0.358010,0.979434,-0.858853,-0.989388,0.039780,1.040298,0.138702,0.200698
1273438048267301792!,system_05,0.260221,0.981800,,0.622301,0.386876,0.711908,0.282885,0.779304,0.299014,0.005322,0.222661,0.013177,0.389198,0.067115,0.606004,-0.080355,0.063898,0.358010,0.979434,-0.858853,-0.989388,0.039780,1.040298,0.138702,0.200698
1273438048267301792!,system_05,0.588156,0.914293,,0.626468,0.734260,0.830449,0.539448,0.400955,-0.002795,0.006498,-0.029221,0.029634,0.455639,0.043321,0.505183,-0.046517,0.136460,0.358010,0.979434,-0.858853,-0.989388,0.039780,1.040298,0.138702,0.200698
1273438048267301792!,system_05,1.001427,0.839591,,0.803922,0.969241,0.910884,0.838016,0.093938,-0.013816,-0.004850,0.001416,0.108782,0.437792,0.046249,0.308392,0.019759,0.155697,,,,,,,,
1273438048267301792!,system_05,1.522239,0.757594,,0.573650,0.892417,0.735809,0.631756,0.082675,0.018883,-0.015892,0.031266,0.239271,0.443403,0.031014,0.281972,0.120613,0.396857,,,,,,,,
1273438048267301792!,system_05,2.178578,0.795607,,0.398573,1.026665,0.523715,0.650627,0.116628,0.036928,0.016195,-0.027552,0.318313,0.344483,0.064137,0.246242,0.178442,0.349393,,,,,,,,
1273438048267301792!,system_05,3.005710,0.645497,,0.200534,0.811922,0.394234,0.592623,-0.029532,0.035063,-0.014338,-0.036162,0.428183,0.437730,0.030643,0.279359,0.204461,0.331489,,,,,,,,
1273438048267301792!,system_05,4.048078,0.704129,,0.244217,0.801923,0.337954,0.301047,0.236231,0.026842,0.000529,0.022049,0.338408,0.287439,0.044439,0.120056,0.411793,0.479923,,,,,,,,
1273438048267301792!,system_05,5.361692,0.889675,,0.270505,0.594472,0.236224,0.212104,0.165893,0.092286,0.008094,0.007119,0.165352,0.187077,0.026215,0.042801,0.457104,0.497461,,,,,,,,
1273438048267301792!,system_05,7.017135,0.766455,,0.089056,0.535175,0.142523,-0.027863,0.142103,0.177528,0.013308,0.015068,0.251626,0.148495,-0.000044,0.072131,0.467317,0.525063,,,,,,,,
1273438048267301792!,system_05,9.103359,0.667460,,0.133626,0.663717,0.205848,0.228614,0.185295,0.178182,0.005705,-0.003208,0.244110,0.081660,0.001132,0.050226,0.545961,0.489323,,,,,,,,
1273438048267301792!,system_05,11.732462,0.727226,,0.080901,0.703254,0.177339,0.211474,0.222557,0.131531,0.014206,0.044946,0.101437,0.082023,0.019849,0.020923,0.840382,0.324829,,,,,,,,
1273438048267301792!,system_05,15.045711,0.451883,,0.223558,0.635849,0.141080,0.041059,0.181273,0.135831,-0.012075,0.011732,0.221470,0.043556,0.015380,0.035029,0.605476,0.332565,,,,,,,,
1273438048267301792!,system_05,19.221135,0.523535,,-0.000445,0.569352,0.251222,0.215590,0.178565,0.148565,0.003150,0.031111,0.108421,0.028560,0.067933,0.055422,0.613770,0.323612,,,,,,,,
1273438048267301792!,system_05,24.483092,0.679435,,0.203411,0.688911,0.222444,0.010275,0.173343,0.129785,0.014513,-0.019137,0.187966,0.083005,0.000322,0.085073,0.736074,0.279429,,,,,,,,
1273438048267301792!,system_05,31.114318,0.596076,,0.202671,0.558517,0.029777,0.106478,0.290520,0.098684,0.012405,0.037300,0.171667,0.015807,0.009681,-0.160918,0.601755,0.164777,,,,,,,,
1273438048267301792!,system_05,39.471125,0.231571,,0.069055,0.540277,0.008301,0.076062,0.178182,0.085329,-0.018950,-0.021538,0.172915,-0.004229,0.008863,0.061397,0.614257,0.146435,,,,,,,,
1273438048267301792!,system_05,50.002546,0.074373,,0.059977,0.530124,0.030797,-0.042103,0.227913,0.025277,0.008121,0.007745,0.199552,-0.022614,-0.000103,0.059866,0.405481,0.001096,,,,,,,,
1273438048267301792!,system_05,63.274460,-0.099045,,0.167613,0.556415,0.069894,0.059369,0.077946,0.037600,-0.007384,0.011400,0.398142,-0.053605,-0.007755,-0.025968,0.363577,0.091230,,,,,,,,
1273438048267301792!,system_05,80.000000,0.062734,,-0.066201,0.596888,-0.133528,0.055206,-0.074632,0.003726,0.021321,-0.031404,0.674577,-0.036238,0.003270,-0.106491,0.149843,0.044167,,,,,,,,
