ID,System,t,Y,target,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,U1,U2,U3,U4,U5,U6,U7,U8
1292535263458328663!,system_06,0.000000,0.059016,,0.045785,0.556511,0.601108,0.699132,0.192884,0.000193,0.066559,0.606861,0.173079,0.686934,0.346108,0.023719,0.000000,0.000000,-0.405622,-0.108543,-0.642986,1.841776,2.192825,-0.869307,-0.625659,-1.478379
1292535263458328663!,system_06,0.260221,0.282045,,0.069894,0.463229,0.446089,0.524486,0.007298,0.272244,0.034936,1.143412,0.204001,0.530709,0.289280,0.047218,-0.048274,-0.015405,-0.405622,-0.108543,-0.642986,1.841776,2.192825,-0.869307,-0.625659,-1.478379
1292535263458328663!,system_06,0.588156,0.392513,,0.096562,0.335163,0.236293,0.278721,-0.008737,0.723322,0.008089,1.609730,0.222734,0.540377,0.279942,0.033862,0.052756,-0.003189,-0.405622,-0.108543,-0.642986,1.841776,2.192825,-0.869307,-0.625659,-1.478379
1292535263458328663!,system_06,1.001427,0.456372,,0.184022,0.229009,0.018524,0.087059,-0.001779,1.389955,0.017279,2.217962,0.128800,0.377073,0.148277,0.025575,0.015317,0.014029,,,,,,,,
1292535263458328663!,system_06,1.522239,0.723974,,0.133185,0.302643,-0.018464,0.064890,0.013095,1.544121,-0.019302,2.149134,0.102630,0.205228,0.144493,0.020732,0.087359,0.015492,,,,,,,,
1292535263458328663!,system_06,2.178578,0.739709,,0.147985,0.209957,-0.128147,0.081788,-0.006232,1.397239,0.010836,2.231750,0.075041,0.172562,0.128038,0.012746,0.101459,0.008979,,,,,,,,
1292535263458328663!,system_06,3.005710,0.925291,,0.134303,0.208933,-0.047118,0.101722,-0.001184,1.529791,0.017556,2.419161,0.042589,0.072094,0.067463,0.005973,0.179622,0.018044,,,,,,,,
1292535263458328663!,system_06,4.048078,0.915016,,0.133170,0.142413,-0.078679,0.119512,-0.000085,1.481355,0.022506,2.194073,0.065556,0.074600,-0.055558,0.009668,0.202735,0.056718,,,,,,,,
1292535263458328663!,system_06,5.361692,0.826317,,0.139647,0.169136,-0.036901,0.104560,-0.009050,1.335927,0.014613,2.428862,-0.049519,0.098904,0.002344,0.006363,0.191096,0.020714,,,,,,,,
1292535263458328663!,system_06,7.017135,0.936853,,0.096368,0.195007,-0.001239,0.045907,0.012138,1.497139,0.014128,2.335535,-0.001138,0.060257,0.056045,-0.029920,0.189561,0.034309,,,,,,,,
1292535263458328663!,system_06,9.103359,0.895866,,0.104128,0.116190,0.024003,0.128609,0.008590,1.517159,0.019109,2.459900,0.014083,-0.012670,0.042351,-0.010457,0.207807,0.022392,,,,,,,,
1292535263458328663!,system_06,11.732462,0.654191,,0.092360,0.133910,0.027568,0.074474,-0.003017,1.547007,-0.022391,2.258933,0.063417,-0.067855,0.011505,0.018077,0.217074,0.019979,,,,,,,,
1292535263458328663!,system_06,15.045711,0.861639,,0.107935,0.193287,0.042931,0.033064,0.005531,1.569767,0.012916,2.486656,0.028718,0.048997,0.026511,-0.024923,0.237100,0.011433,,,,,,,,
1292535263458328663!,system_06,19.221135,0.777386,,0.124730,0.043414,-0.051731,0.165995,-0.007098,1.443204,0.006240,2.339902,0.010249,-0.033895,0.023925,-0.003398,0.218500,0.030880,,,,,,,,
1292535263458328663!,system_06,24.483092,0.799446,,0.098413,0.184363,0.054524,0.087488,0.018336,1.403712,0.032384,2.145297,0.043418,-0.050638,-0.070334,0.023923,0.175422,0.028458,,,,,,,,
1292535263458328663!,system_06,31.114318,0.716995,,0.126777,0.092278,-0.026442,0.104034,0.002843,1.513017,-0.005161,2.241448,0.016293,0.007923,-0.004501,-0.002031,0.226732,-0.005581,,,,,,,,
1292535263458328663!,system_06,39.471125,0.642718,,0.120559,0.152928,-0.031855,0.040348,0.000274,1.320946,0.009527,2.191551,-0.025333,0.045088,-0.019121,-0.004331,0.226810,0.000351,,,,,,,,
1292535263458328663!,system_06,50.002546,0.248259,,0.111126,0.191711,0.041614,0.159795,-0.021699,1.348192,0.004363,2.254836,0.056775,-0.041840,0.000608,0.011094,0.193853,-0.005998,,,,,,,,
1292535263458328663!,system_06,63.274460,0.318644,,0.083143,0.166754,-0.096147,0.115703,-0.008111,1.767595,-0.007925,2.289885,0.026715,0.126467,0.005959,0.004274,0.148012,0.005513,,,,,,,,
1292535263458328663!,system_06,80.000000,0.141829,,0.104574,0.121028,0.053112,0.165626,0.011922,1.424533,-0.012994,2.218573,0.090725,0.066707,-0.053340,-0.006023,0.213091,-0.015380,,,,,,,,
