ID,System,t,Y,target,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,U1,U2,U3,U4,U5,U6,U7,U8
1925378553764634312!,system_05,0.000000,0.271533,,0.016478,0.065814,0.394221,0.966838,0.298634,0.354412,0.535657,0.119636,0.050238,0.693707,0.071697,0.292185,0.000000,0.000000,1.281945,0.674595,-0.536059,0.948369,-0.938769,-0.563892,-0.876568,-0.959396
1925378553764634312!,system_05,0.260221,0.298559,,0.265513,0.226794,0.574770,0.993746,0.061408,0.627108,0.316802,0.382710,0.054808,0.671248,0.100690,0.300895,-0.152354,-0.016624,1.281945,0.674595,-0.536059,0.948369,-0.938769,-0.563892,-0.876568,-0.959396
1925378553764634312!,system_05,0.588156,0.564059,,0.617834,0.325870,0.634404,1.161698,-0.091131,0.623035,0.054186,0.664300,0.072815,0.665386,0.047009,0.268211,-0.081629,0.014765,1.281945,0.674595,-0.536059,0.948369,-0.938769,-0.563892,-0.876568,-0.959396
1925378553764634312!,system_05,1.001427,0.513077,,0.944751,0.479516,1.060539,0.847792,-0.045137,1.011854,0.025141,1.074278,0.129275,0.690128,0.037030,0.270199,0.031749,0.104311,,,,,,,,
1925378553764634312!,system_05,1.522239,0.919640,,0.907976,0.439453,0.983420,0.825743,-0.065300,1.153165,-0.033326,0.895310,0.233142,0.825159,-0.006054,0.262508,0.007938,0.124865,,,,,,,,
1925378553764634312!,system_05,2.178578,0.703148,,0.788391,0.388930,0.637178,0.496721,-0.022574,1.075997,0.030770,0.987447,0.251102,0.706832,0.002305,0.188234,0.077144,0.158960,,,,,,,,
1925378553764634312!,system_05,3.005710,1.124845,,0.714164,0.239705,0.635162,0.174922,-0.025499,1.066564,0.056738,0.919338,0.203976,0.648246,-0.004632,0.097286,0.127207,0.198622,,,,,,,,
1925378553764634312!,system_05,4.048078,1.135605,,0.517091,0.211398,0.369823,0.567021,0.050252,1.184827,-0.019907,0.880946,0.164243,0.481165,0.035844,0.075972,0.302014,0.189304,,,,,,,,
1925378553764634312!,system_05,5.361692,1.125326,,0.647414,0.170351,0.355764,0.256542,-0.023368,1.206285,0.066775,1.010781,0.143853,0.336681,-0.001095,0.038974,0.369530,0.253587,,,,,,,,
1925378553764634312!,system_05,7.017135,1.375812,,0.711495,0.095883,0.349911,0.323576,0.028201,1.134234,0.042428,0.925946,0.074411,0.147094,-0.006055,-0.023311,0.558492,0.247389,,,,,,,,
1925378553764634312!,system_05,9.103359,1.158059,,0.557580,0.163523,0.114214,0.221393,0.014828,1.137090,-0.019329,0.988526,0.106641,0.124790,0.017475,0.011901,0.432609,0.233437,,,,,,,,
1925378553764634312!,system_05,11.732462,1.195805,,0.455778,0.181732,0.120331,0.077301,-0.015254,1.283661,0.077287,0.906776,0.003417,0.069159,0.023332,-0.008159,0.525405,0.147764,,,,,,,,
1925378553764634312!,system_05,15.045711,1.301571,,0.622051,0.043655,0.223446,0.103899,0.011259,1.213871,-0.011551,0.925572,0.036652,-0.001464,0.029755,0.058358,0.532024,0.164013,,,,,,,,
1925378553764634312!,system_05,19.221135,1.316742,,0.568528,0.112198,0.333350,-0.043309,0.003379,1.227346,-0.091648,0.970104,0.019980,-0.055580,0.009599,0.004449,0.567112,0.193310,,,,,,,,
1925378553764634312!,system_05,24.483092,1.243538,,0.583704,0.026068,0.041021,-0.028768,-0.010763,1.253677,-0.017532,0.869601,0.033006,0.118609,0.024159,0.003177,0.547968,0.103517,,,,,,,,
1925378553764634312!,system_05,31.114318,1.002110,,0.635486,0.067723,0.214494,0.019532,-0.008057,1.147814,-0.086208,0.718278,0.060225,0.036626,0.013162,0.053331,0.483550,0.075944,,,,,,,,
1925378553764634312!,system_05,39.471125,1.057553,,0.614291,0.096697,-0.051247,0.162871,-0.010723,1.267766,-0.043501,0.968974,0.044475,0.030897,0.006683,-0.060335,0.447548,0.074456,,,,,,,,
1925378553764634312!,system_05,50.002546,0.495568,,0.499735,0.098883,0.105374,0.037066,0.027310,1.153488,-0.040079,0.870529,0.099983,0.057095,-0.021055,0.048893,0.542357,0.084540,,,,,,,,
1925378553764634312!,system_05,63.274460,0.413697,,0.491439,0.120827,-0.046930,0.069689,-0.033654,1.140622,-0.008182,0.924785,0.099526,0.065178,0.013636,-0.048272,0.522025,-0.000308,,,,,,,,
1925378553764634312!,system_05,80.000000,-0.158076,,0.661569,0.023430,0.306319,0.181343,-0.012015,1.226974,-0.030320,0.848649,0.227869,-0.019428,-0.000233,0.034237,0.395392,-0.005541,,,,,,,,
