ID,System,t,Y,target,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,U1,U2,U3,U4,U5,U6,U7,U8
1983907580087974133!,system_07,0.000000,0.540540,,0.000000,0.578388,0.244257,0.544751,0.735523,0.269691,0.122836,0.549668,0.060902,0.462106,0.604047,0.247275,0.000000,0.000000,0.841655,-1.326894,0.528768,0.711347,-0.731337,-0.348568,0.200182,0.948837
1983907580087974133!,system_07,0.260221,0.810707,,0.162668,0.203437,0.482402,0.279998,0.896736,0.356553,0.192010,0.714772,0.060904,0.459210,0.595819,0.197406,-0.009391,0.014013,0.841655,-1.326894,0.528768,0.711347,-0.731337,-0.348568,0.200182,0.948837
1983907580087974133!,system_07,0.588156,0.332608,,0.340375,-0.008606,0.635879,-0.045211,1.031676,0.792606,0.277113,0.900091,0.072035,0.431576,0.511079,0.251062,0.010880,0.011880,0.841655,-1.326894,0.528768,0.711347,-0.731337,-0.348568,0.200182,0.948837
1983907580087974133!,system_07,1.001427,1.071524,,0.669320,-0.014988,1.103797,-0.023814,1.088560,0.929810,0.337756,1.033103,0.050803,0.307505,0.689653,0.261658,0.013420,0.067761,,,,,,,,
1983907580087974133!,system_07,1.522239,0.905163,,0.594852,-0.026949,1.245981,-0.000304,0.951468,0.760840,0.317548,0.978976,0.065852,0.184899,0.541174,0.231467,0.009396,0.064509,,,,,,,,
1983907580087974133!,system_07,2.178578,0.947702,,0.619175,-0.030377,1.020735,0.021236,0.697945,0.571917,0.225604,0.876298,-0.028158,0.201954,0.612078,0.270600,0.046975,0.392572,,,,,,,,
1983907580087974133!,system_07,3.005710,1.390122,,0.575964,0.032325,1.061861,0.067864,0.399947,0.450989,0.095115,0.843454,0.012198,0.103351,0.412681,0.187101,0.043139,0.352322,,,,,,,,
1983907580087974133!,system_07,4.048078,1.724468,,0.478261,-0.022892,1.087966,-0.028087,0.383086,0.303456,0.107486,0.790994,-0.005456,0.213962,0.223892,0.113593,0.068120,0.380517,,,,,,,,
1983907580087974133!,system_07,5.361692,1.347667,,0.617671,0.071508,1.179656,0.034976,0.482736,0.436559,0.090673,0.762771,0.038482,0.087949,0.296344,0.041244,0.072748,0.469285,,,,,,,,
1983907580087974133!,system_07,7.017135,1.746909,,0.660151,-0.015794,1.091829,0.013241,0.566693,0.345003,-0.026348,0.715888,-0.011217,0.069350,0.165045,0.036323,0.055585,0.522295,,,,,,,,
1983907580087974133!,system_07,9.103359,1.860368,,0.657042,0.005327,1.132005,-0.026888,0.354569,0.229008,-0.012363,0.769300,0.008868,-0.026049,0.137888,0.042474,0.050558,0.522807,,,,,,,,
1983907580087974133!,system_07,11.732462,2.009480,,0.696762,0.056413,1.159846,0.062482,0.207147,0.237037,0.018060,0.683164,-0.002563,0.026926,-0.077990,-0.006181,0.048892,0.551497,,,,,,,,
1983907580087974133!,system_07,15.045711,2.157417,,0.673481,-0.026042,1.151311,0.033729,0.305878,0.197042,0.035529,0.709649,-0.009142,0.047164,0.059435,-0.002259,0.078352,0.376761,,,,,,,,
1983907580087974133!,system_07,19.221135,1.940929,,0.562953,0.003509,1.036294,-0.012081,0.287916,0.221764,0.013908,0.692108,-0.020854,-0.072049,-0.138026,-0.019509,0.040795,0.408092,,,,,,,,
1983907580087974133!,system_07,24.483092,2.787328,,0.739675,-0.045945,1.130202,-0.026943,0.242783,0.030854,-0.037976,0.679228,0.001491,-0.052400,0.038579,-0.007657,0.071142,0.259796,,,,,,,,
1983907580087974133!,system_07,31.114318,2.516923,,0.651929,0.003000,1.039895,-0.015817,0.173902,0.303215,0.022259,0.666693,0.000572,-0.045480,0.132559,-0.041593,0.076743,0.181686,,,,,,,,
1983907580087974133!,system_07,39.471125,2.411568,,0.670795,0.013692,1.098962,0.013408,0.279463,0.005609,0.047084,0.688020,-0.022083,0.077017,0.004307,0.038777,0.066477,0.097941,,,,,,,,
1983907580087974133!,system_07,50.002546,2.489133,,0.761506,0.014719,1.239974,-0.046711,0.086899,0.065411,0.095687,0.707625,0.001547,0.011536,0.067080,-0.033164,0.055961,0.048958,,,,,,,,
1983907580087974133!,system_07,63.274460,2.552940,,0.610873,-0.001791,1.123220,0.002465,0.047765,-0.001648,0.041652,0.717865,0.014714,0.029970,-0.018257,0.073684,0.055379,0.038000,,,,,,,,
1983907580087974133!,system_07,80.000000,2.490778,,0.714882,-0.003192,1.074034,-0.004127,0.136651,-0.044860,0.013649,0.678441,0.012220,-0.072287,0.086851,-0.056962,0.041761,0.047897,,,,,,,,
