ID,System,t,Y,target,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,U1,U2,U3,U4,U5,U6,U7,U8
440954218190529797!,system_11,0.000000,0.391867,,0.123803,0.000161,0.123863,0.087021,0.354985,0.263821,0.118779,0.708063,0.962677,0.121109,0.001396,0.142783,0.000000,0.000000,1.035303,-1.001475,0.482100,-1.798091,0.319919,1.784441,1.134045,0.629703
440954218190529797!,system_11,0.260221,0.393929,,0.399237,-0.011758,0.511743,0.013498,0.701595,0.025775,0.292760,0.289228,0.864480,0.113291,0.015035,0.114869,0.026088,-0.007749,1.035303,-1.001475,0.482100,-1.798091,0.319919,1.784441,1.134045,0.629703
440954218190529797!,system_11,0.588156,0.303671,,0.813067,-0.000962,0.885592,0.009130,0.770487,0.009133,0.413982,0.038663,0.965478,0.072930,0.008680,0.135622,0.067490,0.045822,1.035303,-1.001475,0.482100,-1.798091,0.319919,1.784441,1.134045,0.629703
440954218190529797!,system_11,1.001427,0.426876,,1.097338,-0.003447,1.609590,0.000394,1.071083,-0.004984,0.651512,0.110522,0.875782,0.136093,-0.007406,0.147140,0.085896,0.005625,,,,,,,,
440954218190529797!,system_11,1.522239,0.309764,,1.089924,-0.015620,1.493505,-0.006759,1.136747,-0.009512,0.650967,0.059373,0.819007,0.056814,-0.011978,0.148196,0.081476,0.017009,,,,,,,,
440954218190529797!,system_11,2.178578,0.269167,,1.157999,0.007391,1.378046,-0.014450,1.110476,0.005825,0.731367,-0.002476,0.805848,0.092977,0.007536,0.103738,0.129325,0.048620,,,,,,,,
440954218190529797!,system_11,3.005710,0.203588,,1.160373,0.014235,1.539200,-0.008647,1.111310,0.013456,0.687668,0.030130,0.748090,0.053356,-0.004930,0.076914,0.172956,0.034056,,,,,,,,
440954218190529797!,system_11,4.048078,0.171164,,1.273195,0.024466,1.288916,0.007915,1.096268,0.014606,0.725977,-0.010372,0.729573,0.005445,0.034124,0.120302,0.197333,0.039496,,,,,,,,
440954218190529797!,system_11,5.361692,0.105760,,1.235529,0.048596,1.584247,0.007128,1.115438,0.006877,0.657180,-0.021963,0.673693,0.010064,0.011136,0.096979,0.163904,0.017750,,,,,,,,
440954218190529797!,system_11,7.017135,0.197537,,1.324782,0.035047,1.370887,0.023572,1.133801,0.022646,0.548757,-0.020529,0.608616,0.007924,0.026165,0.106338,0.257626,0.059964,,,,,,,,
440954218190529797!,system_11,9.103359,0.037664,,1.202756,0.040590,1.398879,0.005327,0.997450,0.002615,0.694944,0.015222,0.711461,0.014407,0.002496,0.088440,0.264055,0.054803,,,,,,,,
440954218190529797!,system_11,11.732462,0.088935,,1.540480,0.022404,1.424369,-0.009998,1.008824,0.004422,0.630085,-0.053098,0.696995,0.014526,0.005093,0.074286,0.297661,0.034417,,,,,,,,
440954218190529797!,system_11,15.045711,0.039739,,1.136762,0.026680,1.356419,-0.005864,1.156868,0.006639,0.643106,0.012562,0.704765,0.006745,0.006121,0.114730,0.255640,0.060577,,,,,,,,
440954218190529797!,system_11,19.221135,-0.001247,,1.238988,0.034406,1.633680,0.006848,1.110771,0.010103,0.631650,-0.033335,0.676258,-0.009841,0.005575,0.037554,0.219438,0.051093,,,,,,,,
440954218190529797!,system_11,24.483092,-0.001682,,1.371856,0.023676,1.386940,0.001415,1.137362,0.002059,0.639390,0.042837,0.746925,-0.010449,0.014684,0.071986,0.126530,0.089092,,,,,,,,
440954218190529797!,system_11,31.114318,0.056723,,1.230092,0.030797,1.502025,-0.019527,1.156036,0.004322,0.722824,-0.065989,0.758533,0.027652,0.019414,0.061555,0.099080,0.024757,,,,,,,,
440954218190529797!,system_11,39.471125,-0.054307,,1.163670,0.008477,1.464564,0.000756,1.185303,0.024632,0.625008,0.048251,0.785326,0.037295,0.011589,0.042237,0.060764,0.035616,,,,,,,,
440954218190529797!,system_11,50.002546,-0.052766,,1.420522,0.013478,1.378323,0.000017,1.106320,0.001551,0.646025,0.054322,0.849471,-0.009212,-0.002697,0.080521,0.057326,-0.008192,,,,,,,,
440954218190529797!,system_11,63.274460,0.018578,,1.115623,-0.004293,1.401289,0.000727,1.150522,0.007977,0.615716,-0.043558,0.916044,-0.027248,0.002123,0.087250,-0.031261,0.028055,,,,,,,,
440954218190529797!,system_11,80.000000,0.081614,,1.370243,0.025119,1.449809,-0.017158,1.132916,0.005779,0.746301,-0.016926,0.923353,0.000083,-0.017440,0.094949,0.019695,-0.015334,,,,,,,,
