ID,System,t,Y,target,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,U1,U2,U3,U4,U5,U6,U7,U8
1419934790865160555!,system_04,0.000000,0.682788,,0.585125,0.960878,0.882521,0.773156,1.000000,0.845568,0.414412,0.000000,0.161993,0.416727,0.840512,0.742720,0.000000,0.000000,0.165865,-0.798750,1.279689,0.548569,-0.938846,0.219825,1.366982,-1.202136
1419934790865160555!,system_04,0.260221,0.643965,,0.563422,0.723889,0.986098,0.499411,1.414285,0.771328,0.578064,0.150583,0.133851,0.413496,0.821012,0.748505,0.000376,-0.000178,0.165865,-0.798750,1.279689,0.548569,-0.938846,0.219825,1.366982,-1.202136
1419934790865160555!,system_04,0.588156,0.938544,,0.504519,0.423750,1.260093,0.142426,1.924508,1.162308,1.155339,0.387013,0.169434,0.445129,0.810560,0.829352,0.013093,0.012350,0.165865,-0.798750,1.279689,0.548569,-0.938846,0.219825,1.366982,-1.202136
1419934790865160555!,system_04,1.001427,0.771614,,0.506455,0.253797,1.391122,0.083868,2.627593,0.983280,1.423423,0.633357,0.164637,0.473667,0.964898,0.797281,0.027625,0.079006,,,,,,,,
1419934790865160555!,system_04,1.522239,0.683762,,0.479351,0.124699,1.386687,0.015251,2.528916,1.009217,1.442528,0.520070,0.150286,0.469211,0.936301,0.819135,-0.006471,0.037695,,,,,,,,
1419934790865160555!,system_04,2.178578,0.523190,,0.482820,0.221642,1.249693,0.081906,2.436102,0.993056,1.382177,0.606998,0.148058,0.355558,1.072017,0.825219,0.032262,0.066945,,,,,,,,
1419934790865160555!,system_04,3.005710,0.942882,,0.457475,0.220036,1.328137,0.027835,2.401214,0.862373,1.403768,0.513236,0.116525,0.302254,0.913705,0.864045,0.007335,-0.001473,,,,,,,,
1419934790865160555!,system_04,4.048078,0.675593,,0.495168,0.111120,1.382139,0.011127,2.120043,0.590093,1.321125,0.349969,0.130499,0.383859,1.153805,0.699107,0.050530,0.057609,,,,,,,,
1419934790865160555!,system_04,5.361692,0.848078,,0.483901,0.266154,1.461675,0.051467,2.254685,0.787235,1.292668,0.303643,0.204444,0.313136,1.208305,0.679397,0.019401,0.147204,,,,,,,,
1419934790865160555!,system_04,7.017135,0.707446,,0.449391,0.235058,1.382823,-0.005990,2.211104,0.434352,1.227889,0.317437,0.207530,0.390621,0.996256,0.661360,0.039867,0.120200,,,,,,,,
1419934790865160555!,system_04,9.103359,0.814794,,0.459933,0.044992,1.413569,0.079771,1.896328,0.533674,1.196527,0.422282,0.211951,0.263385,1.021961,0.644892,0.077673,0.199926,,,,,,,,
1419934790865160555!,system_04,11.732462,1.222532,,0.451295,0.192932,1.387840,0.012163,2.044528,0.585310,1.053837,0.284698,0.174804,0.267710,1.057561,0.739755,0.081416,0.233437,,,,,,,,
1419934790865160555!,system_04,15.045711,1.038734,,0.475406,0.273967,1.369270,0.014344,1.634970,0.306969,1.079991,0.189848,0.121381,0.131755,1.017193,0.644886,0.047464,0.362149,,,,,,,,
1419934790865160555!,system_04,19.221135,1.016520,,0.488129,0.041931,1.456388,-0.003927,1.663500,0.457945,1.085198,0.043376,0.120011,0.109672,0.861270,0.436385,0.101013,0.452110,,,,,,,,
1419934790865160555!,system_04,24.483092,1.209420,,0.463829,0.235797,1.441419,-0.005222,2.039728,0.192197,0.914871,0.135048,0.102071,0.174655,0.698485,0.423921,0.118598,0.430824,,,,,,,,
1419934790865160555!,system_04,31.114318,1.546720,,0.493119,0.105406,1.442080,0.009804,1.949236,0.169161,1.089100,0.159644,0.086581,0.033026,0.725682,0.310781,0.110270,0.451415,,,,,,,,
1419934790865160555!,system_04,39.471125,1.347225,,0.469222,0.164460,1.423945,-0.025296,1.854707,0.280849,0.914254,0.069241,0.060148,-0.111948,0.616560,0.340374,0.113838,0.410088,,,,,,,,
1419934790865160555!,system_04,50.002546,1.446927,,0.506892,0.168626,1.400685,-0.065819,1.733850,0.056139,0.895654,0.028101,0.032199,-0.073147,0.602549,0.142325,0.093685,0.422928,,,,,,,,
1419934790865160555!,system_04,63.274460,1.568586,,0.488687,0.054040,1.337282,0.002775,1.546352,0.234463,1.010192,0.054147,0.057349,-0.049197,0.423846,0.006643,0.100274,0.231788,,,,,,,,
1419934790865160555!,system_04,80.000000,1.983902,,0.507960,0.291909,1.336877,-0.060928,1.577397,0.035459,0.848580,0.014684,0.092300,0.063871,0.279797,-0.021491,0.097283,0.083612,,,,,,,,
